317 74 pip
318 74 set
319 73 peleg
320 73 put
321 72 board
322 72 four
323 72 often
324 72 open
325 72 point
326 72 rather
327 71 case
328 71 living
329 71 ocean
330 71 top
331 71 whalemen
332 70 looking
333 69 d
334 69 general
335 69 keep
336 69 waters
337 68 business
338 68 cannot
339 68 name
340 68 vast
341 68 wind
342 67 deep
343 67 left
344 67 myself
345 66 therefore
346 66 turned
347 65 best
348 65 boy
349 65 having
350 64 looked
351 64 lower
352 64 near
353 64 reason
354 64 since
355 64 st
356 64 work
357 63 fast
358 63 fishery
359 63 lord
360 63 together
361 62 better
362 62 hear
363 61 aloft
364 61 further
365 61 mr
366 61 order
367 60 blood
368 60 live
369 60 spout
370 60 turn
371 59 book
372 59 chase
373 59 fine
374 59 second
375 59 short
376 58 broad
377 58 dark
378 58 rope
379 58 themselves
380 58 watch
381 57 above
382 57 gone
383 57 king
384 57 room
385 57 tashtego
386 56 feel
387 56 indian
388 56 ivory
389 56 jaw
390 56 mouth
391 56 next
392 55 bottom
393 55 entire
394 55 harpooneers
395 55 home
396 55 mark
397 55 peculiar
398 55 savage
399 54 call
400 54 close
401 54 cook
402 54 craft
403 54 curious
404 54 devil
405 54 find
406 54 goes
407 54 ground
408 53 began
409 53 comes
410 53 coming
411 53 fellow
412 53 grand
413 53 green
414 53 run
415 53 try
416 52 cut
417 52 forth
418 52 sailors
419 52 taking
420 52 turning
421 51 coffin
422 51 forward
423 51 less
424 51 main
425 51 rest
426 51 slowly
427 51 speak
428 51 stern
429 51 vessel
430 50 bone
431 50 broken
432 50 heaven
433 50 nevertheless
434 50 sharks
435 50 thousand
436 49 below
437 49 bows
438 49 carpenter
439 49 common
440 49 hundred
441 49 particular
442 49 story
443 49 suddenly
444 49 taken
445 49 took
446 48 behind
447 48 besides
448 48 pull
449 48 stranger
450 48 struck
451 48 teeth
452 48 used
453 48 wide
454 47 kept
455 47 quarter
456 47 voice
457 47 waves
458 46 bones
459 46 else
460 46 english
461 46 fact
462 46 got
463 46 lost
464 46 monster
465 46 running
466 46 says
467 46 several
468 46 sleep
469 46 straight
470 46 ten
471 45 blue
472 45 chance
473 45 door
474 45 making
475 45 mighty
476 45 mine
477 45 people
478 45 sails
479 45 sure
480 45 view
481 45 whaleman
482 45 whatever
483 44 especially
484 44 five
485 44 hole
486 44 house
487 44 lance
488 44 means
489 44 nigh
490 44 sat
491 44 touching
492 43 anything
493 43 bow
494 43 caught
495 43 earth
496 43 form
497 43 knew
498 43 noble
499 43 queer
500 43 rolled
501 43 seamen
502 43 somehow
503 43 sudden
504 43 told
505 42 creature
506 42 de
507 42 em
508 42 hours
509 42 o
510 42 passed
511 42 ready
512 42 sharp
513 42 surface
514 42 wondrous
515 41 brow
516 41 course
517 41 felt
518 41 parts
519 41 quite
520 41 sound
521 41 whom
522 40 alone
523 40 calm
524 40 cape
525 40 clear
526 40 coast
527 40 concerning
528 40 gold
529 40 hat
530 40 hour
531 40 mates
532 40 mean
533 40 mere
534 40 mortal
535 40 nature
536 40 quick
537 40 red
538 40 saying
539 40 steelkilt
540 39 art
541 39 cry
542 39 easy
543 39 low
544 39 makes
545 39 oars
546 39 pipe
547 39 purpose
548 39 single
549 39 wake
550 38 darted
551 38 distance
552 38 forehead
553 38 gave
554 38 gentlemen
555 38 ha
556 38 help
557 38 mass
558 38 object
559 38 others
560 38 plain
561 38 plainly
562 38 power
563 38 sailed
564 38 various
565 37 arms
566 37 aspect
567 37 bear
568 37 bulwarks
569 37 chief
570 37 cutting
571 37 daggoo
572 37 either
573 37 famous
574 37 fixed
575 37 flukes
576 37 forecastle
577 37 heavy
578 37 held
579 37 holding
580 37 human
581 37 leaving
582 37 lines
583 37 middle
584 37 seeing
585 37 skin
586 37 suppose
587 37 table
588 37 ve
589 36 born
590 36 brought
591 36 given
592 36 legs
593 36 mad
594 36 manner
595 36 natural
596 36 placed
597 36 shot
598 36 sign
599 36 sky
600 36 truth
601 36 unknown
602 36 use
603 36 wonder
604 35 ago
605 35 around
606 35 boys
607 35 brain
608 35 fell
609 35 helm
610 35 loose
611 35 previous
612 35 rose
613 35 spring
614 35 town
615 35 turns
616 35 weather
617 35 wood
618 34 blubber
619 34 fair
620 34 fin
621 34 greenland
622 34 hope
623 34 landlord
624 34 none
625 34 remained
626 34 rigging
627 34 rolling
628 34 sailing
629 34 skeleton
630 34 start
631 34 strong
632 34 thoughts
633 34 twenty
634 33 american
635 33 company
636 33 completely
637 33 creatures
638 33 didn
639 33 drawing
640 33 foot
641 33 hammock
642 33 hardly
643 33 idea
644 33 nearly
645 33 stop
646 33 third
647 33 want
648 32 account
649 32 aft
650 32 already
651 32 ashore
652 32 darkness
653 32 during
654 32 fear
655 32 harpoons
656 32 hence
657 32 ho
658 32 hull
659 32 intervals
660 32 island
661 32 jet
662 32 kill
663 32 nose
664 32 pacific
665 32 proper
666 32 show
667 32 steel
668 32 visible
669 32 won
670 31 across
671 31 bulk
672 31 cast
673 31 cold
674 31 considering
675 31 doubt
676 31 except
677 31 fifty
678 31 forty
679 31 fresh
680 31 instances
681 31 knife
682 31 pass
683 31 passage
684 31 planks
685 31 rising
686 31 snow
687 31 soft
688 31 storm
689 31 substance
690 31 tossed
691 31 upper
692 31 woe
693 30 act
694 30 carried
695 30 die
696 30 flying
697 30 free
698 30 hammer
699 30 hoisted
700 30 horn
701 30 hung
702 30 killed
703 30 possibly
704 30 really
705 30 shark
706 30 smoke
707 30 species
708 30 strike
709 30 supper
710 30 suspended
711 30 thunder
712 30 touch
713 30 vain
714 29 aside
715 29 astern
716 29 battle
717 29 certainly
718 29 final
719 29 generally
720 29 lamp
721 29 leeward
722 29 m
723 29 mariners
724 29 miles
725 29 nay
726 29 pointed
727 29 pole
728 29 possible
729 29 question
730 29 sideways
731 29 six
732 29 stands
733 29 strangely
734 29 unless
735 29 words
736 29 works
737 28 become
738 28 bound
739 28 command
740 28 entirely
741 28 feeling
742 28 giving
743 28 glance
744 28 gods
745 28 hast
746 28 huge
747 28 hunters
748 28 knows
749 28 late
750 28 leaning
751 28 meanwhile
752 28 mild
753 28 oar
754 28 parsee
755 28 person
756 28 pretty
757 28 scene
758 28 shipmates
759 28 swimming
760 28 thinking
761 27 ahead
762 27 alive
763 27 alongside
764 27 altogether
765 27 ancient
766 27 believe
767 27 bit
768 27 coat
769 27 cruising
770 27 dropped
771 27 eyeing
772 27 father
773 27 fedallah
774 27 fishermen
775 27 gale
776 27 hump
777 27 ice
778 27 looks
779 27 midnight
780 27 overboard
781 27 pilot
782 27 play
783 27 precisely
784 27 read
785 27 royal
786 27 seated
787 27 sides
788 27 somewhat
789 27 south
790 27 started
791 27 steady
792 27 thick
793 27 whiteness
794 27 wholly
795 27 wooden
796 26 according
797 26 blow
798 26 bodily
799 26 chest
800 26 circumstance
801 26 circumstances
802 26 considerable
803 26 degree
804 26 drawn
805 26 e
806 26 ears
807 26 fancy
808 26 finally
809 26 followed
810 26 friend
811 26 getting
812 26 hair
813 26 hearts
814 26 horse
815 26 jaws
816 26 keel
817 26 lie
818 26 lightning
819 26 otherwise
820 26 port
821 26 silent
822 26 state
823 26 sweet
824 26 thirty
825 26 tis
826 26 war
827 26 wife
828 26 wise
829 26 yourself
830 25 added
831 25 afterwards
832 25 answer
833 25 bearing
834 25 beat
835 25 cases
836 25 complete
837 25 drop
838 25 duty
839 25 eight
840 25 enormous
841 25 hinted
842 25 interval
843 25 kind
844 25 masts
845 25 number
846 25 received
847 25 similar
848 25 skull
849 25 spread
850 25 takes
851 25 talk
852 25 vessels
853 25 watery
854 25 yards
855 25 year
856 24 became
857 24 beyond
858 24 captains
859 24 carry
860 24 circle
861 24 commanded
862 24 dart
863 24 dutch
864 24 escape
865 24 exactly
866 24 fiery
867 24 floating
868 24 following
869 24 fore
870 24 front
871 24 headed
872 24 honor
873 24 hunt
874 24 instead
875 24 lad
876 24 lakeman
877 24 learned
878 24 level
879 24 orders
880 24 owing
881 24 perils
882 24 pulling
883 24 ran
884 24 remains
885 24 scuttle
886 24 secret
887 24 seldom
888 24 self
889 24 strength
890 24 swift
891 24 sword
892 24 thyself
893 24 wall
894 23 ah
895 23 break
896 23 bright
897 23 burst
898 23 consider
899 23 country
900 23 different
901 23 flesh
902 23 flew
903 23 gazing
904 23 hidden
905 23 higher
906 23 hint
907 23 hot
908 23 instantly
909 23 lances
910 23 love
911 23 meantime
912 23 negro
913 23 pagan
914 23 passing
915 23 pursuit
916 23 real
917 23 regarded
918 23 regular
919 23 remain
920 23 somewhere
921 23 speaking
922 23 spot
923 23 tall
924 23 thrown
925 23 warm
926 23 yellow
927 22 advance
928 22 ain
929 22 avast
930 22 bag
931 22 cause
932 22 centre
933 22 dashed
934 22 deadly
935 22 descried
936 22 drew
937 22 east
938 22 filled
939 22 formed
940 22 game
941 22 golden
942 22 grow
943 22 jacket
944 22 jolly
945 22 likewise
946 22 log
947 22 master
948 22 nantucketer
949 22 post
950 22 radney
951 22 rear
952 22 seventy
953 22 shore
954 22 sink
955 22 sitting
956 22 sleeping
957 22 souls
958 22 step
959 22 striking
960 22 terrible
961 22 windlass
962 22 windward
963 22 wonderful
964 21 aboard
965 21 age
966 21 anchor
967 21 attached
968 21 base
969 21 beheld
970 21 blacksmith
971 21 decks
972 21 distant
973 21 dost
974 21 empty
975 21 evinced
976 21 french
977 21 gunwale
978 21 hailed
979 21 invested
980 21 laid
981 21 law
982 21 lives
983 21 lofty
984 21 magnitude
985 21 minutes
986 21 original
987 21 prow
988 21 quickly
989 21 repeated
990 21 spare
991 21 stove
992 21 terror
993 21 terrors
994 21 truly
995 21 winds
996 21 worse
997 20 advancing
998 20 answered
999 20 billows
1000 20 blows
1001 20 breeze
1002 20 casks
1003 20 cross
1004 20 dat
1005 20 died
1006 20 dignity
1007 20 dim
1008 20 doubloon
1009 20 drive
1010 20 england
1011 20 fain
1012 20 fall
1013 20 floor
1014 20 follow
1015 20 gay
1016 20 gentleman
1017 20 gigantic
1018 20 grown
1019 20 hanging
1020 20 hollow
1021 20 holy
1022 20 inches
1023 20 ishmael
1024 20 lies
1025 20 lowered
1026 20 lying
1027 20 moreover
1028 20 needs
1029 20 officers
1030 20 outer
1031 20 owners
1032 20 past
1033 20 places
1034 20 profound
1035 20 raised
1036 20 rise
1037 20 separate
1038 20 slightest
1039 20 son
1040 20 spade
1041 20 squall
1042 20 subject
1043 20 swung
1044 20 thinks
1045 20 tree
1046 20 virtue
1047 20 ways
1048 19 awful
1049 19 beginning
1050 19 cannibal
1051 19 chiefly
1052 19 concluded
1053 19 dam
1054 19 deeper
1055 19 directly
1056 19 dog
1057 19 eh
1058 19 elephant
1059 19 ends
1060 19 eternal
1061 19 everything
1062 19 fight
1063 19 figure
1064 19 former
1065 19 gabriel
1066 19 glass
1067 19 globe
1068 19 grey
1069 19 history
1070 19 hunted
1071 19 hunter
1072 19 ill
1073 19 inch
1074 19 leaves
1075 19 lee
1076 19 merchant
1077 19 merely
1078 19 met
1079 19 noon
1080 19 ones
1081 19 picture
1082 19 pitch
1083 19 porpoise
1084 19 precise
1085 19 presented
1086 19 presently
1087 19 quietly
1088 19 rapidly
1089 19 reached
1090 19 sake
1091 19 seat
1092 19 silence
1093 19 sing
1094 19 smoking
1095 19 solitary
1096 19 sorts
1097 19 stuff
1098 19 swam
1099 19 swiftly
1100 19 swim
1101 19 telling
1102 19 tomahawk
1103 19 upwards
1104 19 whaler
1105 19 whalers
1106 18 atlantic
1107 18 beach
1108 18 bedford
1109 18 beef
1110 18 box
1111 18 brave
1112 18 bring
1113 18 careful
1114 18 chains
1115 18 child
1116 18 content
1117 18 crossing
1118 18 crown
1119 18 delight
1120 18 difference
1121 18 dinner
1122 18 drink
1123 18 dropping
1124 18 evening
1125 18 example
1126 18 flag
1127 18 floated
1128 18 foam
1129 18 forced
1130 18 gives
1131 18 glory
1132 18 guess
1133 18 height
1134 18 hook
1135 18 horizon
1136 18 inside
1137 18 instance
1138 18 intense
1139 18 jump
1140 18 kings
1141 18 largest
1142 18 leave
1143 18 lo
1144 18 longer
1145 18 lowering
1146 18 marked
1147 18 meet
1148 18 mentioned
1149 18 mother
1150 18 nameless
1151 18 opposite
1152 18 ordinary
1153 18 pay
1154 18 period
1155 18 perth
1156 18 pieces
1157 18 plenty
1158 18 pointing
1159 18 pots
1160 18 precious
1161 18 prodigious
1162 18 rate
1163 18 regularly
1164 18 revealed
1165 18 ribs
1166 18 rush
1167 18 seized
1168 18 sought
1169 18 spermaceti
1170 18 spirit
1171 18 spite
1172 18 steward
1173 18 thereby
1174 18 thine
1175 18 vicinity
1176 18 yard
1177 18 yonder
1178 17 affair
1179 17 bad
1180 17 bench
1181 17 books
1182 17 captured
1183 17 christian
1184 17 compass
1185 17 continually
1186 17 cool
1187 17 devils
1188 17 dough
1189 17 dragged
1190 17 fatal
1191 17 flame
1192 17 foolish
1193 17 fro
1194 17 gaze
1195 17 grave
1196 17 heave
1197 17 hill
1198 17 hitherto
1199 17 important
1200 17 inserted
1201 17 interest
1202 17 irons
1203 17 isles
1204 17 laugh
1205 17 lead
1206 17 leviathans
1207 17 lifted
1208 17 lips
1209 17 madness
1210 17 meaning
1211 17 minute
1212 17 modern
1213 17 months
1214 17 muttered
1215 17 native
1216 17 neck
1217 17 oarsmen
1218 17 observed
1219 17 originally
1220 17 plank
1221 17 previously
1222 17 race
1223 17 remember
1224 17 ring
1225 17 rocks
1226 17 roll
1227 17 row
1228 17 rushing
1229 17 shape
1230 17 shouted
1231 17 solid
1232 17 spine
1233 17 starboard
1234 17 tackles
1235 17 thin
1236 17 thrust
1237 17 trunk
1238 17 trying
1239 17 understand
1240 17 whence
1241 17 whereas
1242 17 yojo
1243 16 actually
1244 16 amid
1245 16 barrels
1246 16 behold
1247 16 binnacle
1248 16 bird
1249 16 bore
1250 16 breaking
1251 16 breath
1252 16 carries
1253 16 children
1254 16 civilized
1255 16 clean
1256 16 clock
1257 16 commander
1258 16 corner
1259 16 cries
1260 16 distinct
1261 16 doom
1262 16 double
1263 16 earthly
1264 16 encounter
1265 16 encountered
1266 16 engaged
1267 16 fairly
1268 16 fate
1269 16 feels
1270 16 fill
1271 16 fit
1272 16 flames
1273 16 folio
1274 16 fool
1275 16 friends
1276 16 fully
1277 16 furnished
1278 16 gallant
1279 16 ginger
1280 16 happened
1281 16 harbor
1282 16 hark
1283 16 heat
1284 16 heavens
1285 16 hell
1286 16 horizontal
1287 16 hussey
1288 16 impossible
1289 16 inn
1290 16 invisible
1291 16 islands
1292 16 joy
1293 16 keen
1294 16 knowing
1295 16 locked
1296 16 lungs
1297 16 missing
1298 16 monkey
1299 16 motion
1300 16 mystic
1301 16 neither
1302 16 oceans
1303 16 pale
1304 16 paused
1305 16 pictures
1306 16 piece
1307 16 pleasant
1308 16 proved
1309 16 pulpit
1310 16 putting
1311 16 queen
1312 16 re
1313 16 scientific
1314 16 sent
1315 16 shake
1316 16 showed
1317 16 sixty
1318 16 slid
1319 16 spray
1320 16 stone
1321 16 straits
1322 16 stricken
1323 16 thousands
1324 16 unaccountable
1325 16 uncommon
1326 16 watching
1327 16 weary
1328 16 weight
1329 16 west
1330 16 window
1331 16 wound
1332 15 ages
1333 15 apart
1334 15 blast
1335 15 blind
1336 15 bold
1337 15 bread
1338 15 broke
1339 15 bucket
1340 15 bull
1341 15 canal
1342 15 carrying
1343 15 colour
1344 15 coward
1345 15 crews
1346 15 crossed
1347 15 cunning
1348 15 dare
1349 15 direction
1350 15 disappeared
1351 15 doing
1352 15 drag
1353 15 dry
1354 15 effect
1355 15 elijah
1356 15 employed
1357 15 endless
1358 15 events
1359 15 exceedingly
1360 15 faces
1361 15 fail
1362 15 faith
1363 15 fins
1364 15 firm
1365 15 frantic
1366 15 future
1367 15 german
1368 15 grass
1369 15 hail
1370 15 heaving
1371 15 helped
1372 15 horrible
1373 15 ii
1374 15 immediately
1375 15 immortal
1376 15 latitudes
1377 15 latter
1378 15 marble
1379 15 marks
1380 15 marvellous
1381 15 measure
1382 15 nearer
1383 15 numerous
1384 15 oarsman
1385 15 officer
1386 15 ourselves
1387 15 palms
1388 15 perilous
1389 15 position
1390 15 prophet
1391 15 pumps
1392 15 pushed
1393 15 rare
1394 15 respect
1395 15 rock
1396 15 rod
1397 15 roman
1398 15 sank
1399 15 save
1400 15 season
1401 15 secured
1402 15 seek
1403 15 shadow
1404 15 shadows
1405 15 shock
1406 15 signs
1407 15 silently
1408 15 sleet
1409 15 space
1410 15 spoke
1411 15 spouts
1412 15 steak
1413 15 streets
1414 15 stroke
1415 15 summer
1416 15 superior
1417 15 torn
1418 15 tow
1419 15 tried
1420 15 troubled
1421 15 twelve
1422 15 utmost
1423 15 vapor
1424 15 violent
1425 15 whenever
1426 15 working
1427 15 wrinkled
1428 15 wrinkles
1429 15 yield
1430 14 afraid
1431 14 anywhere
1432 14 arrived
1433 14 asked
1434 14 awe
1435 14 beware
1436 14 boiling
1437 14 boots
1438 14 breakfast
1439 14 buried
1440 14 canvas
1441 14 care
1442 14 carved
1443 14 character
1444 14 chased
1445 14 church
1446 14 city
1447 14 closely
1448 14 considered
1449 14 continual
1450 14 continued
1451 14 corpse
1452 14 crazy
1453 14 critical
1454 14 crow
1455 14 customary
1456 14 darting
1457 14 declared
1458 14 deemed
1459 14 dying
1460 14 entered
1461 14 erect
1462 14 exclaimed
1463 14 fingers
1464 14 flood
1465 14 foe
1466 14 food
1467 14 forming
1468 14 gained
1469 14 glided
1470 14 gliding
1471 14 grew
1472 14 handle
1473 14 hither
1474 14 honest
1475 14 hue
1476 14 intent
1477 14 jack
1478 14 lads
1479 14 leak
1480 14 lively
1481 14 luck
1482 14 mariner
1483 14 meant
1484 14 mention
1485 14 minds
1486 14 mounted
1487 14 moved
1488 14 moving
1489 14 naught
1490 14 north
1491 14 occasionally
1492 14 opening
1493 14 opinion
1494 14 partly
1495 14 perceived
1496 14 phantom
1497 14 piled
1498 14 planted
1499 14 proceed
1500 14 reach
1501 14 rushed
1502 14 seizing
1503 14 sense
1504 14 seven
1505 14 simultaneously
1506 14 sit
1507 14 sounding
1508 14 special
1509 14 split
1510 14 square
1511 14 supposed
1512 14 terrific
1513 14 token
1514 14 tormented
1515 14 trees
1516 14 tub
1517 14 tun
1518 14 unseen
1519 14 voyages
1520 14 worth
1521 14 yea
1522 13 ambergris
1523 13 armed
1524 13 backs
1525 13 big
1526 13 blanket
1527 13 bunger
1528 13 buoy
1529 13 bye
1530 13 calmly
1531 13 canst
1532 13 capture
1533 13 chanced
1534 13 chap
1535 13 circles
1536 13 cod
1537 13 conceit
1538 13 den
1539 13 departed
1540 13 eager
1541 13 equal
1542 13 extreme
1543 13 fat
1544 13 fathoms
1545 13 finger
1546 13 flank
1547 13 fourth
1548 13 gain
1549 13 ghost
1550 13 glancing
1551 13 greater
1552 13 grounds
1553 13 hearing
1554 13 herd
1555 13 hit
1556 13 idol
1557 13 immense
1558 13 individual
1559 13 job
1560 13 keeping
1561 13 ladies
1562 13 latitude
1563 13 leaned
1564 13 leap
1565 13 leaped
1566 13 leaping
1567 13 lesson
1568 13 letter
1569 13 lighted
1570 13 lived
1571 13 loaded
1572 13 mankind
1573 13 manned
1574 13 mat
1575 13 matters
1576 13 merry
1577 13 moody
1578 13 mountains
1579 13 mrs
1580 13 need
1581 13 pains
1582 13 points
1583 13 practical
1584 13 prey
1585 13 private
1586 13 probably
1587 13 prove
1588 13 pulled
1589 13 readily
1590 13 receiving
1591 13 reference
1592 13 remarkable
1593 13 resolved
1594 13 returned
1595 13 rib
1596 13 roared
1597 13 rolls
1598 13 ropes
1599 13 seaman
1600 13 send
1601 13 shook
1602 13 silver
1603 13 sinking
1604 13 slightly
1605 13 sooner
1606 13 spoken
1607 13 sprang
1608 13 stars
1609 13 stay
1610 13 steering
1611 13 stout
1612 13 straightway
1613 13 subsequent
1614 13 swear
1615 13 sweep
1616 13 swinging
1617 13 theirs
1618 13 throw
1619 13 tide
1620 13 tiller
1621 13 tore
1622 13 touched
1623 13 tower
1624 13 towing
1625 13 trowsers
1626 13 tubs
1627 13 volume
1628 13 warp
1629 13 wherefore
1630 13 wish
1631 13 wonders
1632 13 wreck
1633 12 additional
1634 12 afloat
1635 12 animal
1636 12 ashes
1637 12 barbs
1638 12 bears
1639 12 becomes
1640 12 begin
1641 12 belonged
1642 12 bent
1643 12 bowels
1644 12 burning
1645 12 bursting
1646 12 calling
1647 12 calls
1648 12 capstan
1649 12 catch
1650 12 caused
1651 12 central
1652 12 centuries
1653 12 clouds
1654 12 conduct
1655 12 connected
1656 12 conscience
1657 12 contrary
1658 12 contrast
1659 12 countenance
1660 12 cursed
1661 12 dangerous
1662 12 derick
1663 12 descend
1664 12 desperate
1665 12 doubtless
1666 12 downwards
1667 12 draw
1668 12 drowned
1669 12 dumb
1670 12 ear
1671 12 eating
1672 12 elsewhere
1673 12 enchanted
1674 12 evil
1675 12 excellent
1676 12 external
1677 12 falling
1678 12 family
1679 12 fashioned
1680 12 fearful
1681 12 field
1682 12 firmly
1683 12 fitted
1684 12 fleece
1685 12 fly
1686 12 force
1687 12 forge
1688 12 forms
1689 12 freely
1690 12 frequently
1691 12 glad
1692 12 gloom
1693 12 greatest
1694 12 happens
1695 12 haul
1696 12 hearted
1697 12 heaved
1698 12 hemp
1699 12 hoisting
1700 12 horror
1701 12 howling
1702 12 iii
1703 12 indirectly
1704 12 insult
1705 12 interior
1706 12 involuntarily
1707 12 isle
1708 12 john
1709 12 key
1710 12 knowledge
1711 12 ladder
1712 12 landed
1713 12 lantern
1714 12 leading
1715 12 lean
1716 12 lengthwise
1717 12 lift
1718 12 lonely
1719 12 loud
1720 12 malice
1721 12 manxman
1722 12 meat
1723 12 meeting
1724 12 milk
1725 12 mixed
1726 12 moments
1727 12 money
1728 12 morrow
1729 12 motions
1730 12 mountain
1731 12 murmured
1732 12 naked
1733 12 names
1734 12 narrow
1735 12 naturally
1736 12 octavo
1737 12 offered
1738 12 oriental
1739 12 outs
1740 12 painted
1741 12 peril
1742 12 please
1743 12 pocket
1744 12 polar
1745 12 poles
1746 12 ponderous
1747 12 prairie
1748 12 quiet
1749 12 rapid
1750 12 reaching
1751 12 resting
1752 12 return
1753 12 rods
1754 12 sadly
1755 12 salt
1756 12 scarce
1757 12 seeking
1758 12 setting
1759 12 settled
1760 12 shipmate
1761 12 shipped
1762 12 shoulder
1763 12 shoulders
1764 12 shut
1765 12 sights
1766 12 singing
1767 12 slain
1768 12 slow
1769 12 smells
1770 12 social
1771 12 solemn
1772 12 sounds
1773 12 spars
1774 12 speed
1775 12 strain
1776 12 street
1777 12 stump
1778 12 sweeping
1779 12 system
1780 12 tapering
1781 12 terms
1782 12 thank
1783 12 tied
1784 12 toil
1785 12 tossing
1786 12 twice
1787 12 um
1788 12 unearthly
1789 12 unusual
1790 12 usage
1791 12 utterly
1792 12 vengeance
1793 12 watches
1794 12 winter
1795 11 advanced
1796 11 alike
1797 11 america
1798 11 aught
1799 11 ball
1800 11 bar
1801 11 barbaric
1802 11 begins
1803 11 beholding
1804 11 belong
1805 11 bible
1806 11 birds
1807 11 blackness
1808 11 blessed
1809 11 block
1810 11 brother
1811 11 burn
1812 11 butter
1813 11 cannibals
1814 11 canoe
1815 11 carefully
1816 11 cask
1817 11 clam
1818 11 clothes
1819 11 coiled
1820 11 commotion
1821 11 concluding
1822 11 contact
1823 11 cover
1824 11 deal
1825 11 desired
1826 11 direct
1827 11 discovery
1828 11 early
1829 11 eat
1830 11 elephants
1831 11 elevated
1832 11 equator
1833 11 escaped
1834 11 event
1835 11 exceeding
1836 11 experienced
1837 11 faint
1838 11 fashion
1839 11 fastened
1840 11 features
